question,qtype
Do I need to see a doctor for Cranial mononeuropathy III - diabetic type ?,when to contact a medical professional
Do I need to see a doctor for Legionnaire disease ?,when to contact a medical professional
Do I need to see a doctor for Brain injury - discharge ?,when to contact a medical professional
Do I need to see a doctor for Trochanteric bursitis ?,when to contact a medical professional
Do I need to see a doctor for Broken bone ?,when to contact a medical professional
Do I need to see a doctor for Tropical sprue ?,when to contact a medical professional
Do I need to see a doctor for Stress and your health ?,when to contact a medical professional
Do I need to see a doctor for Patent foramen ovale ?,when to contact a medical professional
Do I need to see a doctor for Duchenne muscular dystrophy ?,when to contact a medical professional
Do I need to see a doctor for Being active when you have heart disease ?,when to contact a medical professional
Do I need to see a doctor for Lichen simplex chronicus ?,when to contact a medical professional
Do I need to see a doctor for Donovanosis (granuloma inguinale) ?,when to contact a medical professional
Do I need to see a doctor for Pharyngitis - viral ?,when to contact a medical professional
Do I need to see a doctor for Diabetes insipidus - central ?,when to contact a medical professional
Do I need to see a doctor for Ataxia - telangiectasia ?,when to contact a medical professional
Do I need to see a doctor for Systemic lupus erythematosus ?,when to contact a medical professional
Do I need to see a doctor for Hepatitis A - children ?,when to contact a medical professional
Do I need to see a doctor for Paronychia ?,when to contact a medical professional
Do I need to see a doctor for Bipolar disorder ?,when to contact a medical professional
Do I need to see a doctor for Nail injuries ?,when to contact a medical professional
Do I need to see a doctor for Visceral larva migrans ?,when to contact a medical professional
Do I need to see a doctor for Scrofula ?,when to contact a medical professional
Do I need to see a doctor for Tricuspid regurgitation ?,when to contact a medical professional
Do I need to see a doctor for Russell-Silver syndrome ?,when to contact a medical professional
Do I need to see a doctor for Anterior cruciate ligament (ACL) injury - aftercare ?,when to contact a medical professional
Do I need to see a doctor for Intellectual disability ?,when to contact a medical professional
Do I need to see a doctor for Weight loss - unintentional ?,when to contact a medical professional
Do I need to see a doctor for Carpal tunnel syndrome ?,when to contact a medical professional
Do I need to see a doctor for Hypokalemic periodic paralysis ?,when to contact a medical professional
Do I need to see a doctor for Bronchitis - acute ?,when to contact a medical professional
Do I need to see a doctor for When your baby or infant has a fever ?,when to contact a medical professional
Do I need to see a doctor for Irregular sleep-wake syndrome ?,when to contact a medical professional
Do I need to see a doctor for Dizziness and vertigo - aftercare ?,when to contact a medical professional
Do I need to see a doctor for Epidermolysis bullosa ?,when to contact a medical professional
Do I need to see a doctor for Lambert-Eaton syndrome ?,when to contact a medical professional
Do I need to see a doctor for Genital warts ?,when to contact a medical professional
Do I need to see a doctor for Branchial cleft cyst ?,when to contact a medical professional
Do I need to see a doctor for Retropharyngeal abscess ?,when to contact a medical professional
Do I need to see a doctor for Heart disease and intimacy ?,when to contact a medical professional
Do I need to see a doctor for Psychosis ?,when to contact a medical professional
Do I need to see a doctor for Acute myelogenous leukemia (AML) - children ?,when to contact a medical professional
Do I need to see a doctor for Osteoarthritis ?,when to contact a medical professional
Do I need to see a doctor for Mediastinitis ?,when to contact a medical professional
Do I need to see a doctor for Prostatitis - nonbacterial ?,when to contact a medical professional
Do I need to see a doctor for Histoplasmosis - acute (primary) pulmonary ?,when to contact a medical professional
Do I need to see a doctor for Preventing pressure ulcers ?,when to contact a medical professional
Do I need to see a doctor for Idiopathic pulmonary fibrosis ?,when to contact a medical professional
Do I need to see a doctor for Bacterial vaginosis - aftercare ?,when to contact a medical professional
Do I need to see a doctor for Cuts and puncture wounds ?,when to contact a medical professional
Do I need to see a doctor for Neonatal conjunctivitis ?,when to contact a medical professional
Do I need to see a doctor for Anorexia nervosa ?,when to contact a medical professional
Do I need to see a doctor for Central sleep apnea ?,when to contact a medical professional
Do I need to see a doctor for Focal segmental glomerulosclerosis ?,when to contact a medical professional
Do I need to see a doctor for Liver spots ?,when to contact a medical professional
Do I need to see a doctor for Benign positional vertigo - aftercare ?,when to contact a medical professional
Do I need to see a doctor for Speech disorders - children ?,when to contact a medical professional
Do I need to see a doctor for Acne - self-care ?,when to contact a medical professional
Do I need to see a doctor for Meatal stenosis ?,when to contact a medical professional
Do I need to see a doctor for Cellulitis ?,when to contact a medical professional
Do I need to see a doctor for Nocardia infection ?,when to contact a medical professional
Do I need to see a doctor for Parainfluenza ?,when to contact a medical professional
Do I need to see a doctor for Hemochromatosis ?,when to contact a medical professional
Do I need to see a doctor for Interstitial keratitis ?,when to contact a medical professional
Do I need to see a doctor for Heart failure - overview ?,when to contact a medical professional
Do I need to see a doctor for Autonomic hyperreflexia ?,when to contact a medical professional
Do I need to see a doctor for Meningitis ?,when to contact a medical professional
Do I need to see a doctor for Thromboangiitis obliterans ?,when to contact a medical professional
Do I need to see a doctor for Retinal vein occlusion ?,when to contact a medical professional
Do I need to see a doctor for Contact dermatitis ?,when to contact a medical professional
Do I need to see a doctor for Radial head fracture - aftercare ?,when to contact a medical professional
Do I need to see a doctor for Intertrigo ?,when to contact a medical professional
Do I need to see a doctor for Plantar fasciitis ?,when to contact a medical professional
Do I need to see a doctor for Developmental reading disorder ?,when to contact a medical professional
Do I need to see a doctor for Aspirin and heart disease ?,when to contact a medical professional
Do I need to see a doctor for Shock ?,when to contact a medical professional
Do I need to see a doctor for Rheumatic fever ?,when to contact a medical professional
Do I need to see a doctor for Otosclerosis ?,when to contact a medical professional
Do I need to see a doctor for Spasticity ?,when to contact a medical professional
Do I need to see a doctor for Eclampsia ?,when to contact a medical professional
Do I need to see a doctor for Exogenous Cushing syndrome ?,when to contact a medical professional
Do I need to see a doctor for Hantavirus ?,when to contact a medical professional
Do I need to see a doctor for How to avoid overheating during exercise ?,when to contact a medical professional
Do I need to see a doctor for Tracheomalacia - congenital ?,when to contact a medical professional
Do I need to see a doctor for Mastoiditis ?,when to contact a medical professional
Do I need to see a doctor for Brain aneurysm repair - discharge ?,when to contact a medical professional
Do I need to see a doctor for Chemosis ?,when to contact a medical professional
