question,qtype,source
Do I need to see a doctor for Gastrointestinal fistula ?,when to contact a medical professional,original
do i need to see a doctor for gastrointestinal fistula,when to contact a medical professional,colloquial
do i need to see a doctoor for gastrointtestinal fistula,when to contact a medical professional,typo
Do I need to see a doctor for Neonatal hypothyroidism ?,when to contact a medical professional,original
do i need to see a doctor for neonatal hypothyroidism,when to contact a medical professional,colloquial
fo ii neef to see a doctor for neonatal hypothyroiidism,when to contact a medical professional,typo
Do I need to see a doctor for Substance use - amphetamines ?,when to contact a medical professional,original
do i need to see a doctor for substance use - amphetamines,when to contact a medical professional,colloquial
do i eed to see a foctot gor ubstanxe use - amphetamimes,when to contact a medical professional,typo
Do I need to see a doctor for Melanoma ?,when to contact a medical professional,original
do i need to see a doctor for melanoma,when to contact a medical professional,colloquial
do i need to see a doctor for nelanoma,when to contact a medical professional,typo
Do I need to see a doctor for Scleritis ?,when to contact a medical professional,original
do i need to see a doctor for scleritis,when to contact a medical professional,colloquial
do  nneed to see a doctor for scleritis,when to contact a medical professional,typo
Do I need to see a doctor for Polycystic ovary syndrome ?,when to contact a medical professional,original
do i need to see a doctor for polycystic ovary syndrome,when to contact a medical professional,colloquial
do i need to see a octor for polycystic ovary syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Central pontine myelinolysis ?,when to contact a medical professional,original
do i need to see a doctor for central pontine myelinolysis,when to contact a medical professional,colloquial
do i need to swe a dooctor for central pontine myelinolysis,when to contact a medical professional,typo
Do I need to see a doctor for Aplastic anemia ?,when to contact a medical professional,original
do i need to see a doctor for aplastic anemia,when to contact a medical professional,colloquial
do i need to see a doctor for aplastic anenia,when to contact a medical professional,typo
Do I need to see a doctor for Neurodegeneration with brain iron accumulation (NBIA) ?,when to contact a medical professional,original
do i need to see a doctor for neurodegeneration with brain iron accumulation (nbia),when to contact a medical professional,colloquial
do u need t see a doctr for neurofegeneration qith braun ironn ccumulatin (nbia),when to contact a medical professional,typo
Do I need to see a doctor for Gums - swollen ?,when to contact a medical professional,original
do i need to see a doctor for gums - swollen,when to contact a medical professional,colloquial
do i need to see a doctoe for gums - awollen,when to contact a medical professional,typo
Do I need to see a doctor for Type 2 diabetes ?,when to contact a medical professional,original
do i need to see a doctor for type 2 diabetes,when to contact a medical professional,colloquial
do i beedd to see a ddoctor ffr type 2 diabetes,when to contact a medical professional,typo
Do I need to see a doctor for Sebaceous cyst ?,when to contact a medical professional,original
do i need to see a doctor for sebaceous cyst,when to contact a medical professional,colloquial
d i need t see a doctor for sebaceous cyst,when to contact a medical professional,typo
Do I need to see a doctor for Botulism ?,when to contact a medical professional,original
do i need to see a doctor for botulism,when to contact a medical professional,colloquial
do i need to see aa doctor for botulism,when to contact a medical professional,typo
Do I need to see a doctor for Ectopic pregnancy ?,when to contact a medical professional,original
do i need to see a doctor for ectopic pregnancy,when to contact a medical professional,colloquial
do i need to see a doctor for ectopiv pregnancy,when to contact a medical professional,typo
Do I need to see a doctor for Painful swallowing ?,when to contact a medical professional,original
do i need to see a doctor for painful swallowing,when to contact a medical professional,colloquial
do i need to aee a doctor fforr painful swallowing,when to contact a medical professional,typo
Do I need to see a doctor for Strains ?,when to contact a medical professional,original
do i need to see a doctor for strains,when to contact a medical professional,colloquial
do  needd to see a docor foe strains,when to contact a medical professional,typo
Do I need to see a doctor for Medial epicondylitis - golfer's elbow ?,when to contact a medical professional,original
do i need to see a doctor for medial epicondylitis - golfer's elbow,when to contact a medical professional,colloquial
