question,qtype,source
What are the treatments for Hyperkalemic periodic paralysis ?,treatment and outlook,original
What can I do to get rid of a persistent cough,treatment and outlook,llm_generated
Do I need to have surgery to fix the problem or can I just take some pills and be fine?,treatment and outlook,llm_generated
"I've been told I've got a kidney stone, what are my options",treatment and outlook,llm_generated
Do I nerd to have surgery to fix the probkem or van I just take some pills an e fine?,treatment and outlook,typo
What are the treatments for What I need to know about Gas ?,treatment and outlook,original
Will I get better?,treatment and outlook,llm_generated
"How do you treat a pulled muscle, I was playing football and I think I've done something",treatment and outlook,llm_generated
"My doctor says I need physio for my back, how does that work?",treatment and outlook,llm_generated
"How o you teeat a pulled muscle, I eas plaayig foorball and I think I've done something",treatment and outlook,typo
What are the treatments for Microcephalic osteodysplastic primordial dwarfism type 1 ?,treatment and outlook,original
Is there a chance that my condition could improve on its own,treatment and outlook,llm_generated
"I've got a skin tag that's getting on my nerves, can I remove it myself",treatment and outlook,llm_generated
I'm trying to stay positive but it's hard when I don't know what to expect,treatment and outlook,llm_generated
Is there a haace thht my onditioon could umprive on itts own,treatment and outlook,typo
What are the treatments for Factor V deficiency ?,treatment and outlook,original
"I've got a UTI, what can I take to get rid of the infection?",treatment and outlook,llm_generated
Is surgery a must or can I get away with just taking medication?,treatment and outlook,llm_generated
Will I need to take medication for the rest of my life,treatment and outlook,llm_generated
Will I need ro take medicaion for the rres oof my life,treatment and outlook,typo
What are the treatments for Substance use - marijuana ?,treatment and outlook,original
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
How can I treat a minor eye injury,treatment and outlook,llm_generated
"I've got a mouth ulcer and it's really painful, what can I do",treatment and outlook,llm_generated
How an I tret a minir eye injury,treatment and outlook,typo
What are the treatments for Mitochondrial complex IV deficiency ?,treatment and outlook,original
What's the best cream for athlete's foot,treatment and outlook,llm_generated
Will I be able to travel or will my condition hold me back,treatment and outlook,llm_generated
Is it a choice between medication and surgery or is one more likely than the other?,treatment and outlook,llm_generated
What's the best cream for ahlete's foot,treatment and outlook,typo
What are the treatments for familial paroxysmal kinesigenic dyskinesia ?,treatment and outlook,original
How soon can I expect to see improvements starting?,treatment and outlook,llm_generated
Can you tell me if I'll be able to get back to normal after treatment,treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
IIs the treatment for this just medicatipn or does iit involve surgery as well?,treatment and outlook,typo
What are the treatments for Melnick-Needles syndrome ?,treatment and outlook,original
Can I get treatment for a wisdom tooth online,treatment and outlook,llm_generated
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
Can I get antibiotics for a chest infection online,treatment and outlook,llm_generated
ill I eever be able to go bacckk to work if I've got this ccondtion,treatment and outlook,typo
What are the treatments for infantile systemic hyalinosis ?,treatment and outlook,original
Will I ever feel normal again after this?,treatment and outlook,llm_generated
Will I need to take medication for the rest of my life,treatment and outlook,llm_generated
What are my chances of making a full recovery from this,treatment and outlook,llm_generated
Will I need to take mediccaton ffor the rest of my life,treatment and outlook,typo
What are the treatments for dyskeratosis congenita ?,treatment and outlook,original
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
"I've been diagnosed with a UTI, what's the best way to get rid of it now",treatment and outlook,llm_generated
"What can I do to treat insomnia, I haven't slept in weeks",treatment and outlook,llm_generated
"I've got a cold soe, what's the bestt way to get rid of it?",treatment and outlook,typo
What are the treatments for Guttate psoriasis ?,treatment and outlook,original
Is it likely to be an operation or can I just have some medication prescribed?,treatment and outlook,llm_generated
"I've got a persistent earache, how can I treat it",treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
Is it likely to be an operaon e caan I just have aome meduction presctibedd?,treatment and outlook,typo
What are the treatments for Testicular failure ?,treatment and outlook,original
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
What's the best cream for athlete's foot,treatment and outlook,llm_generated
"I've got a recurrent thrush infection, what can I do to get rid of it",treatment and outlook,llm_generated
What's the best cresm for athlete's foot,treatment and outlook,typo
What are the treatments for Mycosis Fungoides and the Szary Syndrome ?,treatment and outlook,original
I'm trying to stay positive but it's hard when I don't know what to expect,treatment and outlook,llm_generated
"I've got a trapped nerve, how can I relieve the pain",treatment and outlook,llm_generated
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
